Unnamed: 0,timestamp,Username,no. of likes,no. of comments,ID,food,cuisine,no. of scrapped comments,sentiment score,no. of followers (thousands)
0,30/6/2020,8days_eat,326,7,0,hokkien mee,Chinese,5,0.08228,64.8
1,30/6/2020,8days_eat,258,3,1,cookies,Snacks,2,0,64.8
2,29/6/2020,8days_eat,453,3,2,acar,Malay,3,0.394566667,64.8
3,29/6/2020,8days_eat,287,3,3,,,3,0.399466667,64.8
4,29/6/2020,8days_eat,431,3,4,,,3,0,64.8
5,29/6/2020,8days_eat,148,0,5,kopi,Drinks and beverages,1,0,64.8
6,27/6/2020,8days_eat,311,1,6,salted egg,Snacks,1,0,64.8
7,27/6/2020,8days_eat,248,3,7,,,2,0.05655,64.8
8,26/6/2020,8days_eat,266,3,8,,,3,0.1953,64.8
9,25/6/2020,8days_eat,301,3,9,,,2,0,64.8
10,25/6/2020,8days_eat,275,2,10,,,2,0.706,64.8
11,25/6/2020,8days_eat,176,0,11,,,1,0,64.8
12,24/6/2020,8days_eat,164,2,12,,,2,0,64.8
13,23/6/2020,8days_eat,173,0,13,rib,Western,1,0,64.8
14,23/6/2020,8days_eat,216,0,14,,,1,0,64.8
15,23/6/2020,8days_eat,647,15,15,yong tau foo,Chinese,10,0.05439,64.8
16,22/6/2020,8days_eat,224,4,16,,,3,0.295266667,64.8
17,22/6/2020,8days_eat,496,7,17,,,7,0.394057143,64.8
18,22/6/2020,8days_eat,499,0,18,,,1,0,64.8
19,22/6/2020,8days_eat,237,1,19,,,1,0,64.8
20,21/6/2020,8days_eat,160,1,20,,,1,0,64.8
21,21/6/2020,8days_eat,243,1,21,hainanese chicken rice,Chinese,1,0.5827,64.8
22,20/6/2020,8days_eat,186,1,22,,,1,0.4215,64.8
23,20/6/2020,8days_eat,165,0,23,hokkien mee,Chinese,1,0,64.8
24,20/6/2020,8days_eat,174,0,24,bak chang,Chinese,1,0,64.8
25,20/6/2020,8days_eat,179,6,25,,,4,0.429625,64.8
26,19/6/2020,8days_eat,176,0,26,,,1,0,64.8
27,19/6/2020,8days_eat,274,5,27,,,5,0,64.8
28,19/6/2020,8days_eat,139,1,28,,,1,0.8046,64.8
29,18/6/2020,8days_eat,48,0,29,,,1,0,64.8
30,18/6/2020,8days_eat,140,3,30,,,1,0,64.8
31,18/6/2020,8days_eat,227,1,31,bak chang,Chinese,1,0,64.8
32,18/6/2020,8days_eat,230,1,32,,,1,0.6514,64.8
33,17/6/2020,8days_eat,273,0,33,bak chang,Chinese,1,0,64.8
34,16/6/2020,8days_eat,178,6,34,,,2,0,64.8
35,16/6/2020,8days_eat,97,1,35,tofu,Japanese,1,0.4753,64.8
36,16/6/2020,8days_eat,388,3,36,kuih,,2,0.2463,64.8
37,15/6/2020,8days_eat,180,3,37,,,3,0.471766667,64.8
38,14/6/2020,8days_eat,329,3,38,,,3,0.354833333,64.8
39,14/6/2020,8days_eat,397,5,39,,,2,0.41125,64.8
40,13/6/2020,8days_eat,227,2,40,ramen,Japanese,2,0,64.8
41,13/6/2020,8days_eat,268,1,41,,,1,0,64.8
42,12/6/2020,8days_eat,327,1,42,pulut hitam,Desserts,1,0.9432,64.8
43,12/6/2020,8days_eat,206,2,43,yong tau foo,Chinese,2,0.3274,64.8
44,11/6/2020,8days_eat,171,0,44,,,1,0,64.8
45,11/6/2020,8days_eat,357,6,45,,,6,0.53515,64.8
46,11/6/2020,8days_eat,154,2,46,,,1,0,64.8
47,10/6/2020,8days_eat,387,14,47,,,9,0.083544444,64.8
48,10/6/2020,8days_eat,255,1,48,,,1,0.296,64.8
49,10/6/2020,8days_eat,480,5,49,,,5,0.12906,64.8
50,9/6/2020,8days_eat,229,2,50,,,2,0.20995,64.8
51,9/6/2020,8days_eat,625,8,51,,,6,0.139616667,64.8
52,8/6/2020,8days_eat,193,2,52,edamame,Japanese,2,0.26335,64.8
53,7/6/2020,8days_eat,519,11,53,,,5,0.24878,64.8
54,7/6/2020,8days_eat,362,12,54,,,7,0.214285714,64.8
55,6/6/2020,8days_eat,769,4,55,bak chang,Chinese,2,0,64.8
56,5/6/2020,8days_eat,211,0,56,milo,Drinks and beverages,1,0,64.8
57,4/6/2020,8days_eat,264,2,57,biryani,Cross-cultural,2,0.3057,64.8
58,4/6/2020,8days_eat,340,5,58,,,4,-0.01275,64.8
59,4/6/2020,8days_eat,350,7,59,,,5,0.0816,64.8
60,3/6/2020,8days_eat,264,2,60,,,2,0.3348,64.8
61,3/6/2020,8days_eat,299,1,61,,,1,0,64.8
62,2/6/2020,8days_eat,343,2,62,,,2,0,64.8
63,1/6/2020,8days_eat,153,1,63,korean fried chicken,Korean,1,0,64.8
64,1/6/2020,8days_eat,748,6,64,,,6,0.109666667,64.8
65,31/5/2020,8days_eat,225,1,65,,,1,0,64.8
66,30/5/2020,8days_eat,239,0,66,salted egg,Snacks,1,0,64.8
67,30/5/2020,8days_eat,322,2,67,,,2,0,64.8
68,30/6/2020,danielfooddiary,2950,67,68,,,22,0.2281,239
69,30/6/2020,danielfooddiary,3242,161,69,char kway teow,Chinese,21,0.721247619,239
70,29/6/2020,danielfooddiary,1088,15,70,gyoza,Japanese,6,-0.0526,239
71,28/6/2020,danielfooddiary,927,16,71,,,7,-0.013128571,239
72,28/6/2020,danielfooddiary,996,13,72,mee pok,Chinese,8,0.0977,239
73,27/6/2020,danielfooddiary,957,19,73,,,7,0.3912,239
74,26/6/2020,danielfooddiary,748,2,74,salted egg,Snacks,2,0,239
75,25/6/2020,danielfooddiary,1544,21,75,,,11,0.300954545,239
76,25/6/2020,danielfooddiary,1196,14,76,rib,Western,12,0.144141667,239
77,23/6/2020,danielfooddiary,1597,23,77,,,19,-0.071010526,239
78,22/6/2020,danielfooddiary,1425,42,78,,,18,0.158805556,239
79,22/6/2020,danielfooddiary,345,10,79,,,5,0.3313,239
80,21/6/2020,danielfooddiary,763,15,80,,,11,0.374236364,239
81,20/6/2020,danielfooddiary,1163,15,81,,,11,0.368118182,239
82,19/6/2020,danielfooddiary,843,15,82,sashimi,Japanese,15,0.334366667,239
83,18/6/2020,danielfooddiary,1709,25,83,,,15,0.235326667,239
84,18/6/2020,danielfooddiary,972,12,84,,,9,0.178088889,239
85,17/6/2020,danielfooddiary,875,6,85,,,6,0.1336,239
86,17/6/2020,danielfooddiary,808,5,86,tonkatsu,Japanese,5,0.35658,239
87,16/6/2020,danielfooddiary,302,5,87,,,3,0,239
88,16/6/2020,danielfooddiary,757,8,88,duck rice,Chinese,8,0.3629,239
89,15/6/2020,danielfooddiary,758,4,89,,,3,0.139966667,239
90,14/6/2020,danielfooddiary,955,14,90,kopi,Drinks and beverages,8,0.344625,239
91,13/6/2020,danielfooddiary,2049,14,91,,,13,0.173153846,239
92,13/6/2020,danielfooddiary,1235,38,92,,,18,0.261,239
93,12/6/2020,danielfooddiary,2179,28,93,,,23,0.212526087,239
94,11/6/2020,danielfooddiary,931,11,94,,,6,0.210266667,239
95,11/6/2020,danielfooddiary,346,4,95,cookies,Snacks,2,0,239
96,10/6/2020,danielfooddiary,640,3,96,,,3,0.175566667,239
97,10/6/2020,danielfooddiary,1130,8,97,tofu,Japanese,7,0.215414286,239
98,10/6/2020,danielfooddiary,732,2,98,,,2,0.2775,239
99,10/6/2020,danielfooddiary,1417,24,99,,,23,0.051173913,239
100,9/6/2020,danielfooddiary,492,10,100,,,7,0.140514286,239
101,8/6/2020,danielfooddiary,836,9,101,kuih,,6,0.08545,239
102,7/6/2020,danielfooddiary,1084,16,102,,,12,0.165433333,239
103,7/6/2020,danielfooddiary,521,31,103,,,20,0.238045,239
104,6/6/2020,danielfooddiary,1091,19,104,,,13,0.170807692,239
105,6/6/2020,danielfooddiary,884,7,105,,,6,0.265416667,239
106,6/6/2020,danielfooddiary,3490,37,106,,,24,0.123466667,239
107,5/6/2020,danielfooddiary,1199,16,107,roti prata,Indian,12,0.293733333,239
108,5/6/2020,danielfooddiary,1146,31,108,,,16,0.1125625,239
109,4/6/2020,danielfooddiary,1928,39,109,,,23,0.166591304,239
110,4/6/2020,danielfooddiary,1152,16,110,teochew porridge,Chinese,9,0.006777778,239
111,4/6/2020,danielfooddiary,1291,29,111,,,17,0.117747059,239
112,3/6/2020,danielfooddiary,889,6,112,,,5,0.18238,239
113,3/6/2020,danielfooddiary,1082,35,113,chai tow kway,Chinese,18,0.214988889,239
114,2/6/2020,danielfooddiary,1952,34,114,,,19,0.203347368,239
115,2/6/2020,danielfooddiary,2433,27,115,,,19,0.2051,239
116,1/6/2020,danielfooddiary,874,9,116,satay,Malay,4,0.400075,239
117,1/6/2020,danielfooddiary,445,2,117,hokkien mee,Chinese,2,0,239
118,1/6/2020,danielfooddiary,2255,65,118,,,20,0.207935,239
119,31/5/2020,danielfooddiary,1003,26,119,salted egg,Snacks,18,0.127233333,239
120,31/5/2020,danielfooddiary,745,12,120,rib,Western,6,0.272416667,239
121,30/5/2020,danielfooddiary,978,10,121,kuih,,9,0.170044444,239
122,30/6/2020,eatbooksg,1359,16,122,,,10,0.03612,75.7
123,29/6/2020,eatbooksg,800,4,123,tonkatsu,Japanese,3,0.1922,75.7
124,26/6/2020,eatbooksg,2551,1414,124,,,24,0.022495833,75.7
125,25/6/2020,eatbooksg,807,1,125,,,1,0,75.7
126,24/6/2020,eatbooksg,903,3,126,duck rice,Chinese,3,0.2162,75.7
127,23/6/2020,eatbooksg,1195,4,127,,,3,0.025733333,75.7
128,22/6/2020,eatbooksg,883,6,128,,,4,0.104975,75.7
129,19/6/2020,eatbooksg,971,4,129,salted egg,Snacks,4,0,75.7
130,18/6/2020,eatbooksg,1923,20,130,milo,Drinks and beverages,12,0,75.7
131,17/6/2020,eatbooksg,1108,6,131,,,6,0.102766667,75.7
132,16/6/2020,eatbooksg,1125,2,132,,,2,0.312,75.7
133,15/6/2020,eatbooksg,1428,17,133,,,11,0.276645455,75.7
134,12/6/2020,eatbooksg,941,4,134,,,4,0.131675,75.7
135,11/6/2020,eatbooksg,832,9,135,korean fried chicken,Korean,7,0.261714286,75.7
136,10/6/2020,eatbooksg,1191,10,136,milo,Drinks and beverages,8,-0.0165625,75.7
137,9/6/2020,eatbooksg,1289,4,137,kuih,,4,0.12095,75.7
138,8/6/2020,eatbooksg,529,4,138,,,4,0.2432,75.7
139,5/6/2020,eatbooksg,754,3,139,,,3,0.533433333,75.7
140,4/6/2020,eatbooksg,1268,8,140,milo,Drinks and beverages,8,0.2257375,75.7
141,3/6/2020,eatbooksg,626,1,141,chilli crab,Seafood,1,0,75.7
142,2/6/2020,eatbooksg,1029,2,142,,,2,0.21075,75.7
143,1/6/2020,eatbooksg,866,3,143,assam pedas,Malay,3,0,75.7
144,30/6/2020,eatbooksg,1359,16,144,,,10,0.03612,75.7
145,29/6/2020,eatbooksg,800,4,145,tonkatsu,Japanese,3,0.1922,75.7
146,26/6/2020,eatbooksg,2551,1414,146,,,24,0.022495833,75.7
147,25/6/2020,eatbooksg,807,1,147,,,1,0,75.7
148,24/6/2020,eatbooksg,903,3,148,duck rice,Chinese,3,0.2162,75.7
149,23/6/2020,eatbooksg,1195,4,149,,,3,0.025733333,75.7
150,22/6/2020,eatbooksg,883,6,150,,,4,0.104975,75.7
151,19/6/2020,eatbooksg,971,4,151,salted egg,Snacks,4,0,75.7
152,18/6/2020,eatbooksg,1923,20,152,milo,Drinks and beverages,12,0,75.7
153,17/6/2020,eatbooksg,1108,6,153,,,6,0.102766667,75.7
154,16/6/2020,eatbooksg,1125,2,154,,,2,0.312,75.7
155,15/6/2020,eatbooksg,1428,17,155,,,11,0.276645455,75.7
156,12/6/2020,eatbooksg,941,4,156,,,4,0.131675,75.7
157,11/6/2020,eatbooksg,832,9,157,korean fried chicken,Korean,7,0.261714286,75.7
158,10/6/2020,eatbooksg,1191,10,158,milo,Drinks and beverages,8,-0.0165625,75.7
159,9/6/2020,eatbooksg,1289,4,159,kuih,,4,0.12095,75.7
160,8/6/2020,eatbooksg,529,4,160,,,4,0.2432,75.7
161,5/6/2020,eatbooksg,754,3,161,,,3,0.533433333,75.7
162,4/6/2020,eatbooksg,1268,8,162,milo,Drinks and beverages,8,0.2257375,75.7
163,3/6/2020,eatbooksg,626,1,163,chilli crab,Seafood,1,0,75.7
164,2/6/2020,eatbooksg,1029,2,164,,,2,0.21075,75.7
165,1/6/2020,eatbooksg,866,3,165,assam pedas,Malay,3,0,75.7
166,30/6/2020,foodkingnoc,1265,7,166,,,6,0.36385,109
167,29/6/2020,foodkingnoc,1492,15,167,,,6,0.283516667,109
168,28/6/2020,foodkingnoc,1399,3,168,,,3,0.058633333,109
169,27/6/2020,foodkingnoc,1805,5,169,appam,Indian,4,0.3106,109
170,26/6/2020,foodkingnoc,1614,6,170,,,6,0.32035,109
171,25/6/2020,foodkingnoc,1027,10,171,,,8,0.1673,109
172,24/6/2020,foodkingnoc,2607,146,172,,,22,0.338604545,109
173,22/6/2020,foodkingnoc,1023,6,173,,,1,-0.1705,109
174,20/6/2020,foodkingnoc,909,7,174,,,7,0.335371429,109
175,19/6/2020,foodkingnoc,1115,14,175,,,8,0.1400125,109
176,18/6/2020,foodkingnoc,1629,1,176,sambal,Malay,1,0,109
177,17/6/2020,foodkingnoc,1013,11,177,,,6,0.39465,109
178,16/6/2020,foodkingnoc,1464,13,178,,,8,0.2472125,109
179,16/6/2020,foodkingnoc,1012,2,179,,,2,0,109
180,15/6/2020,foodkingnoc,1102,16,180,,,11,0.185845455,109
181,14/6/2020,foodkingnoc,2128,8,181,,,4,0.419725,109
182,13/6/2020,foodkingnoc,2174,32,182,,,18,0.160283333,109
183,12/6/2020,foodkingnoc,2185,17,183,,,12,0.210025,109
184,11/6/2020,foodkingnoc,2691,38,184,,,20,0.0608,109
185,10/6/2020,foodkingnoc,994,12,185,kuih,,3,0.3997,109
186,30/6/2020,foodkingnoc,1265,7,186,,,6,0.36385,109
187,29/6/2020,foodkingnoc,1492,15,187,,,6,0.283516667,109
188,28/6/2020,foodkingnoc,1399,3,188,,,3,0.058633333,109
189,27/6/2020,foodkingnoc,1805,5,189,appam,Indian,4,0.3106,109
190,26/6/2020,foodkingnoc,1614,6,190,,,6,0.32035,109
191,25/6/2020,foodkingnoc,1027,10,191,,,8,0.1673,109
192,24/6/2020,foodkingnoc,2607,146,192,,,22,0.338604545,109
193,22/6/2020,foodkingnoc,1023,6,193,,,1,-0.1705,109
194,20/6/2020,foodkingnoc,909,7,194,,,7,0.335371429,109
195,19/6/2020,foodkingnoc,1115,14,195,,,8,0.1400125,109
196,18/6/2020,foodkingnoc,1629,1,196,sambal,Malay,1,0,109
197,17/6/2020,foodkingnoc,1013,11,197,,,6,0.39465,109
198,16/6/2020,foodkingnoc,1464,13,198,,,8,0.2472125,109
199,16/6/2020,foodkingnoc,1012,2,199,,,2,0,109
200,15/6/2020,foodkingnoc,1102,16,200,,,11,0.185845455,109
201,14/6/2020,foodkingnoc,2128,8,201,,,4,0.419725,109
202,13/6/2020,foodkingnoc,2174,32,202,,,18,0.160283333,109
203,12/6/2020,foodkingnoc,2185,17,203,,,12,0.210025,109
204,11/6/2020,foodkingnoc,2691,38,204,,,20,0.0608,109
205,10/6/2020,foodkingnoc,994,12,205,kuih,,3,0.3997,109
206,8/6/2020,foodkingnoc,1184,9,206,,,3,0.2494,109
207,6/6/2020,foodkingnoc,2958,99,207,,,18,0.392533333,109
208,5/6/2020,foodkingnoc,2649,23,208,kuih,,16,0.29764375,109
209,4/6/2020,foodkingnoc,1323,5,209,,,4,0.3501,109
210,4/6/2020,foodkingnoc,1973,8,210,,,6,0.09765,109
211,31/5/2020,foodkingnoc,15070,122,211,,,22,0.326463636,109
212,31/5/2020,foodkingnoc,2436,16,212,rib,Western,9,0.3467,109
213,30/5/2020,foodkingnoc,1929,17,213,,,15,0.104066667,109
214,30/6/2020,fundamentally_flawed,425,11,214,,,7,0.315542857,47.2
215,30/6/2020,fundamentally_flawed,722,15,215,,,7,0.175414286,47.2
216,29/6/2020,fundamentally_flawed,259,47,216,,,19,0.432668421,47.2
217,29/6/2020,fundamentally_flawed,726,20,217,rib,Western,9,0.319044444,47.2
218,29/6/2020,fundamentally_flawed,794,15,218,,,11,0.182881818,47.2
219,28/6/2020,fundamentally_flawed,2134,29,219,salted egg,Snacks,24,0.355304167,47.2
220,27/6/2020,fundamentally_flawed,385,1,220,,,1,0,47.2
221,27/6/2020,fundamentally_flawed,615,13,221,oden,Japanese,6,0.21,47.2
222,27/6/2020,fundamentally_flawed,394,3,222,,,3,0,47.2
223,26/6/2020,fundamentally_flawed,396,13,223,,,5,0.29562,47.2
224,26/6/2020,fundamentally_flawed,156,0,224,,,1,0,47.2
225,25/6/2020,fundamentally_flawed,184,1,225,,,1,0,47.2
226,25/6/2020,fundamentally_flawed,369,21,226,hum chim peng,Chinese,9,0.244088889,47.2
227,24/6/2020,fundamentally_flawed,291,0,227,dosa,Indian,1,0,47.2
228,24/6/2020,fundamentally_flawed,387,17,228,,,10,0.28846,47.2
229,24/6/2020,fundamentally_flawed,382,3,229,,,2,0.3057,47.2
230,23/6/2020,fundamentally_flawed,328,7,230,,,3,0.3327,47.2
231,23/6/2020,fundamentally_flawed,901,14,231,,,9,0.207966667,47.2
232,22/6/2020,fundamentally_flawed,437,11,232,tofu,Japanese,6,0.3728,47.2
233,22/6/2020,fundamentally_flawed,398,5,233,,,4,0.1702,47.2
234,21/6/2020,fundamentally_flawed,281,3,234,,,3,0.402933333,47.2
235,21/6/2020,fundamentally_flawed,670,8,235,udon,Japanese,5,0.49198,47.2
236,20/6/2020,fundamentally_flawed,351,4,236,,,3,0.1468,47.2
237,28/6/2020,fundamentally_flawed,2134,29,237,salted egg,Snacks,24,0.355304167,47.2
238,27/6/2020,fundamentally_flawed,385,1,238,,,1,0,47.2
239,27/6/2020,fundamentally_flawed,615,13,239,oden,Japanese,6,0.21,47.2
240,27/6/2020,fundamentally_flawed,394,3,240,,,3,0,47.2
241,26/6/2020,fundamentally_flawed,396,13,241,,,5,0.29562,47.2
242,26/6/2020,fundamentally_flawed,156,0,242,,,1,0,47.2
243,25/6/2020,fundamentally_flawed,184,1,243,,,1,0,47.2
244,25/6/2020,fundamentally_flawed,369,21,244,hum chim peng,Chinese,9,0.244088889,47.2
245,24/6/2020,fundamentally_flawed,291,0,245,dosa,Indian,1,0,47.2
246,24/6/2020,fundamentally_flawed,387,17,246,,,10,0.28846,47.2
247,24/6/2020,fundamentally_flawed,382,3,247,,,2,0.3057,47.2
248,23/6/2020,fundamentally_flawed,328,7,248,,,3,0.3327,47.2
249,23/6/2020,fundamentally_flawed,901,14,249,,,9,0.207966667,47.2
250,22/6/2020,fundamentally_flawed,437,11,250,tofu,Japanese,6,0.3728,47.2
251,22/6/2020,fundamentally_flawed,398,5,251,,,4,0.1702,47.2
252,21/6/2020,fundamentally_flawed,281,3,252,,,3,0.402933333,47.2
253,21/6/2020,fundamentally_flawed,670,8,253,udon,Japanese,5,0.49198,47.2
254,20/6/2020,fundamentally_flawed,351,4,254,,,3,0.1468,47.2
255,20/6/2020,fundamentally_flawed,574,6,255,char siu,Chinese,4,0.269625,47.2
256,20/6/2020,fundamentally_flawed,475,11,256,rib,Western,8,0.281925,47.2
257,20/6/2020,fundamentally_flawed,774,32,257,salted egg,Snacks,18,0.336444444,47.2
258,19/6/2020,fundamentally_flawed,1541,17,258,,,9,0.304,47.2
259,19/6/2020,fundamentally_flawed,763,13,259,,,11,0.140081818,47.2
260,18/6/2020,fundamentally_flawed,915,17,260,kuih,,12,0.175375,47.2
261,18/6/2020,fundamentally_flawed,251,3,261,,,2,0.3238,47.2
262,18/6/2020,fundamentally_flawed,840,22,262,,,14,0.31295,47.2
263,17/6/2020,fundamentally_flawed,389,8,263,,,4,0.324375,47.2
264,17/6/2020,fundamentally_flawed,305,6,264,,,3,0.6057,47.2
265,16/6/2020,fundamentally_flawed,525,8,265,curry puff,Malay,5,0.44198,47.2
266,16/6/2020,fundamentally_flawed,710,10,266,,,6,0.47665,47.2
267,15/6/2020,fundamentally_flawed,693,11,267,,,8,0.2645375,47.2
268,15/6/2020,fundamentally_flawed,681,18,268,ramen,Japanese,10,0.16974,47.2
269,15/6/2020,fundamentally_flawed,636,15,269,,,11,0.365981818,47.2
270,14/6/2020,fundamentally_flawed,518,12,270,,,8,0.4568375,47.2
271,14/6/2020,fundamentally_flawed,423,3,271,wagyu,Japanese,3,0.3013,47.2
272,14/6/2020,fundamentally_flawed,726,24,272,,,15,0.209406667,47.2
273,14/6/2020,fundamentally_flawed,455,5,273,,,3,0.2038,47.2
274,13/6/2020,fundamentally_flawed,306,6,274,,,4,0.673675,47.2
275,13/6/2020,fundamentally_flawed,725,10,275,,,10,0.26303,47.2
276,12/6/2020,fundamentally_flawed,294,7,276,,,4,0.356375,47.2
277,12/6/2020,fundamentally_flawed,1050,14,277,,,7,0.205814286,47.2
278,12/6/2020,fundamentally_flawed,488,15,278,,,6,0.342633333,47.2
279,11/6/2020,fundamentally_flawed,403,14,279,,,6,0.384333333,47.2
280,11/6/2020,fundamentally_flawed,1131,25,280,,,13,0.412346154,47.2
281,11/6/2020,fundamentally_flawed,523,13,281,,,8,0.334125,47.2
282,10/6/2020,fundamentally_flawed,401,1,282,,,1,0.6369,47.2
283,10/6/2020,fundamentally_flawed,895,17,283,,,7,0.2781,47.2
284,9/6/2020,fundamentally_flawed,619,17,284,,,11,0.424972727,47.2
285,9/6/2020,fundamentally_flawed,332,1,285,,,1,0.0772,47.2
286,8/6/2020,fundamentally_flawed,805,24,286,rib,Western,11,0.212109091,47.2
287,8/6/2020,fundamentally_flawed,612,15,287,shabu shabu,Japanese,10,0.04404,47.2
288,8/6/2020,fundamentally_flawed,595,10,288,,,6,0.495866667,47.2
289,7/6/2020,fundamentally_flawed,516,13,289,,,6,0.359466667,47.2
290,6/6/2020,fundamentally_flawed,849,6,290,,,5,0,47.2
291,6/6/2020,fundamentally_flawed,1299,32,291,bubur cha cha,Desserts,22,0.239395455,47.2
292,6/6/2020,fundamentally_flawed,416,5,292,,,3,0.233533333,47.2
293,5/6/2020,fundamentally_flawed,593,12,293,,,6,0.249716667,47.2
294,5/6/2020,fundamentally_flawed,1481,32,294,salted egg,Snacks,22,0.176863636,47.2
295,5/6/2020,fundamentally_flawed,681,10,295,,,6,0.174366667,47.2
296,4/6/2020,fundamentally_flawed,298,3,296,cookies,Snacks,2,0.28885,47.2
297,4/6/2020,fundamentally_flawed,552,17,297,,,10,0.23811,47.2
298,3/6/2020,fundamentally_flawed,573,12,298,tofu,Japanese,8,0.2707,47.2
299,3/6/2020,fundamentally_flawed,694,8,299,,,6,0.108016667,47.2
300,3/6/2020,fundamentally_flawed,769,14,300,kopi,Drinks and beverages,11,0.326472727,47.2
301,2/6/2020,fundamentally_flawed,615,6,301,gyoza,Japanese,4,0.32885,47.2
302,2/6/2020,fundamentally_flawed,654,19,302,,,13,0.262815385,47.2
303,2/6/2020,fundamentally_flawed,445,5,303,udon,Japanese,4,-0.056875,47.2
304,1/6/2020,fundamentally_flawed,382,2,304,ramen,Japanese,2,0.36755,47.2
305,1/6/2020,fundamentally_flawed,1527,51,305,milo,Drinks and beverages,20,0.185805,47.2
306,1/6/2020,fundamentally_flawed,275,5,306,,,3,0.1998,47.2
307,31/5/2020,fundamentally_flawed,446,5,307,,,3,0.3436,47.2
308,31/5/2020,fundamentally_flawed,399,6,308,sukiyaki,Japanese,4,0.3965,47.2
309,31/5/2020,fundamentally_flawed,570,13,309,,,7,0.079628571,47.2
310,30/5/2020,fundamentally_flawed,797,35,310,kuih,,15,0.41734,47.2
311,30/5/2020,fundamentally_flawed,307,2,311,,,1,0,47.2
312,29/6/2020,ieatishootipost,1625,37,312,,,22,0.310690909,136
313,28/6/2020,ieatishootipost,756,10,313,,,5,0.16252,136
314,28/6/2020,ieatishootipost,700,9,314,,,7,0.247028571,136
315,27/6/2020,ieatishootipost,632,10,315,udon,Japanese,6,0.1489,136
316,26/6/2020,ieatishootipost,1179,16,316,keropok,Malay,11,0.100690909,136
317,25/6/2020,ieatishootipost,1030,36,317,,,21,0.314638095,136
318,23/6/2020,ieatishootipost,1676,34,318,,,22,0.207263636,136
319,23/6/2020,ieatishootipost,808,18,319,,,13,0.367638462,136
320,21/6/2020,ieatishootipost,689,4,320,,,4,0.142975,136
321,18/6/2020,ieatishootipost,1963,32,321,,,22,0.234186364,136
322,16/6/2020,ieatishootipost,811,4,322,chilli crab,Seafood,4,0.4212,136
323,15/6/2020,ieatishootipost,476,6,323,sushi,Japanese,6,0.300666667,136
324,14/6/2020,ieatishootipost,1055,18,324,sambal,Malay,16,0.22809375,136
325,14/6/2020,ieatishootipost,963,23,325,,,17,0.230388235,136
326,13/6/2020,ieatishootipost,694,6,326,rib,Western,6,0.34865,136
327,13/6/2020,ieatishootipost,1026,20,327,mee pok,Chinese,16,0.12595625,136
328,12/6/2020,ieatishootipost,648,23,328,,,19,0.217147368,136
329,10/6/2020,ieatishootipost,693,9,329,,,8,0.3351125,136
330,9/6/2020,ieatishootipost,1005,21,330,cookies,Snacks,19,0.306394737,136
331,7/6/2020,ieatishootipost,1067,18,331,,,14,0.377085714,136
332,5/6/2020,ieatishootipost,1021,11,332,roast chicken,Western,9,0.200355556,136
333,29/6/2020,ieatishootipost,1625,37,333,,,22,0.310690909,136
334,28/6/2020,ieatishootipost,756,10,334,,,5,0.16252,136
335,28/6/2020,ieatishootipost,700,9,335,,,7,0.247028571,136
336,27/6/2020,ieatishootipost,632,10,336,udon,Japanese,6,0.1489,136
337,26/6/2020,ieatishootipost,1179,16,337,keropok,Malay,11,0.100690909,136
338,25/6/2020,ieatishootipost,1030,36,338,,,21,0.314638095,136
